"id_fonte","numero_pubblicazione","tipo_atto","numero_atto","data_atto","oggetto","data_pubblicazione","data_scadenza","url_documento","allegati"
"1","0545/2021","Delibere di consiglio","","2021-09-08","Piano delle alienazioni e delle valorizzazioni immobiliari, individuazione degli immobili da valorizzare e da dismettere. Esercizio 2021 - Provvedimenti.-","2021-09-08","2021-09-23","http://albosquillace.asmenet.it/allegati.php?id_doc=8140916&sez=&data1=08/09/2021&data2=23/09/2021","allegati/fonte1/0545/2021/- Delibera C.C. Piano alienazioni e valorizzazioni i,allegati/fonte1/0545/2021/- Allegato A.pdf"
"1","0544/2021","avvisi vari","","2021-09-08","Avviso finanziamento infrastrutture sociali - Decreto del Presidente del Consiglio dei Ministri 17 luglio 2020, pubblicato sulla Gazzetta Ufficiale n° 244 del 02.10.2020","2021-09-08","2021-09-23","http://albosquillace.asmenet.it/allegati.php?id_doc=8110922&sez=&data1=08/09/2021&data2=23/09/2021","allegati/fonte1/0544/2021/- Avviso finanziamento infrastrutture sociali.pdf"
"1","0543/2021","avvisi vari","","2021-09-08","avviso iscrizioni mensa scolastica","2021-09-08","2021-09-23","http://albosquillace.asmenet.it/allegati.php?id_doc=8110909&sez=&data1=08/09/2021&data2=23/09/2021","allegati/fonte1/0543/2021/- Avviso Mensa.pdf,allegati/fonte1/0543/2021/- modulo iscrizione mensa.pdf"
"1","0542/2021","Determine Dirigenziali","","2021-09-08","Contributi per investimenti in infrastrutture sociali. DPCM del 17 luglio 2020, in applicazione dei commi 311 e 312 dell'art. 1 della legge 160/2019 (Bilancio 2020). Approvazione progetto esecutivo dei lavori di “Riqualificazione, manutenzione straordinaria e ripristino funzionale della palestra scuola primaria di Squillace”.","2021-09-08","2021-09-23","http://albosquillace.asmenet.it/allegati.php?id_doc=8110947&sez=&data1=08/09/2021&data2=23/09/2021","allegati/fonte1/0542/2021/- Del._n.72_del_27.08.2021.pdf"
"1","0541/2021","Determine Dirigenziali","","2021-09-07","Contributo comuni per efficientamento energetico e sviluppo territoriale sostenibile - annualità 2021. “Sistemazione e messa in sicurezza della viabilità nei quartieri San Giorgio e San Matteo, ed Efficientamento energetico della rete di pubblica illuminazione a Squillace Lido”.
Avvenuta efficacia aggiudicazione.-","2021-09-07","2021-09-22","http://albosquillace.asmenet.it/allegati.php?id_doc=7120945&sez=&data1=07/09/2021&data2=22/09/2021","allegati/fonte1/0541/2021/- Det._n.309_del_07.09.2021.pdf"
"1","0540/2021","Bandi di gara - Esiti gare e appalti","","2021-09-07","Attestazione efficacia aggiudicazione - “Sistemazione e Messa in sicurezza della viabilità nei quartieri San Giorgio e San Matteo, ed efficientamento energetico della rete di pubblica illuminazione a Squillace Lido”.","2021-09-07","2021-09-22","http://albosquillace.asmenet.it/allegati.php?id_doc=7120914&sez=&data1=07/09/2021&data2=22/09/2021","allegati/fonte1/0540/2021/- Attestazione efficacia aggiudicazione.pdf"
"1","0539/2021","Determine Dirigenziali","","2021-09-06","Piano rateizzazione cartelle Agenzia delle Entrate. Determinazioni 22 Rata","2021-09-06","2021-09-21","http://albosquillace.asmenet.it/allegati.php?id_doc=6130952&sez=&data1=06/09/2021&data2=21/09/2021","allegati/fonte1/0539/2021/- det.307 2021.pdf"
"1","0538/2021","Determine Dirigenziali","","2021-09-06","elezione regionale del 3 e 4 ottobre 2021. Servizio Stampa , affrancature e spedizione cartoline avviso elettori. Impegno di spesa","2021-09-06","2021-09-16","http://albosquillace.asmenet.it/allegati.php?id_doc=6120928&sez=&data1=06/09/2021&data2=16/09/2021","allegati/fonte1/0538/2021/- det_308.pdf"
"1","0537/2021","avvisi vari","","2021-09-03","notifica a carico di gaviglio patrizio","2021-09-03","2021-09-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3080958&sez=&data1=03/09/2021&data2=18/09/2021","allegati/fonte1/0537/2021/- avviso di deposito.pdf"
"1","0536/2021","avvisi vari","","2021-09-01","elenco maschile e femminile cittadini non diciottenni","2021-09-01","2021-10-05","http://albosquillace.asmenet.it/allegati.php?id_doc=1130924&sez=&data1=01/09/2021&data2=05/10/2021","allegati/fonte1/0536/2021/- elenco maschille femminile non diciottenni.pdf"
"1","0535/2021","Delibere di giunta","","2021-09-01","Elezioni del Presidente della Giunta e del Consiglio Regionale della Calabria del 03 e 04 ottobre 2021.Determinazione degli spazi destinati alle affissioni per la propaganda elettorale","2021-09-01","2021-09-16","http://albosquillace.asmenet.it/allegati.php?id_doc=1130938&sez=&data1=01/09/2021&data2=16/09/2021","allegati/fonte1/0535/2021/- spazi elettorali.pdf"
"1","0534/2021","Determine Dirigenziali","","2021-09-01","Impegno di spesa e liquidazione fatture TIM S.P.A. -I°- II° - III° IV°- bimestre 2021","2021-09-01","2021-09-16","http://albosquillace.asmenet.it/allegati.php?id_doc=1130900&sez=&data1=01/09/2021&data2=16/09/2021","allegati/fonte1/0534/2021/- DET. N. 304_2021.pdf"
"1","0533/2021","Determine Dirigenziali","","2021-08-31","CONTRIBUTO COMUNI PER EFFICIENTAMENTO ENERGETICO E SVILUPPO TERRITORIALE SOSTENIBILE - ANNUALITÀ 2021. “SISTEMAZIONE E MESSA IN SICUREZZA DELLA VIABILITÀ NEI QUARTIERI SAN GIORGIO E SAN MATTEO, ED EFFICIENTAMENTO ENERGETICO DELLA RETE DI PUBBLICA ILLUMINAZIONE A SQUILLACE LIDO”. – 
RIDETERMINAZIONE QUADRO ECONOMICO A SEGUITO GARA D’APPALTO.","2021-08-31","2021-09-15","http://albosquillace.asmenet.it/allegati.php?id_doc=31160820&sez=&data1=31/08/2021&data2=15/09/2021","allegati/fonte1/0533/2021/- Det._n.306_del_31.08.2021.pdf"
"1","0532/2021","Determine Dirigenziali","","2021-08-31","Contributo comuni per efficientamento energetico e sviluppo territoriale sostenibile - Annualità 2021». 
“Sistemazione e messa in sicurezza della viabilità nei quartieri San Giorgio e San Matteo, ed Efficientamento energetico della rete di pubblica illuminazione a Squillace Lido”. Affidamento incarico per direzione lavori, contabilità, misura, certificato di regolare esecuzione e coordinamento della sicurezza in fase di esecuzione.-","2021-08-31","2021-09-15","http://albosquillace.asmenet.it/allegati.php?id_doc=31150853&sez=&data1=31/08/2021&data2=15/09/2021","allegati/fonte1/0532/2021/- Det._n.305_del_31.08.2021.pdf"
"1","0531/2021","Determine Dirigenziali","","2021-08-31","Elezione del Presidente della Giunta Regionale della Calabria e del  Consiglio regionale della Calabria 03  e 04 ottobre 2021- costituzione dell' ufficio elettorale e autorizzazione a lavoro straordinario.","2021-08-31","2021-10-08","http://albosquillace.asmenet.it/allegati.php?id_doc=31120852&sez=&data1=31/08/2021&data2=08/10/2021","allegati/fonte1/0531/2021/- det-elezioni.pdf"
"1","0530/2021","Determine Dirigenziali","","2021-08-31","RINNOVO POLIZZA AUTOCARRO DD69011","2021-08-31","2021-09-15","http://albosquillace.asmenet.it/allegati.php?id_doc=31120831&sez=&data1=31/08/2021&data2=15/09/2021","allegati/fonte1/0530/2021/- Det. n. 302_2021.pdf"
"1","0529/2021","Determine Dirigenziali","","2021-08-31","RINNOVO POLIZZA FIAT  PANDA FY 476MA","2021-08-31","2021-09-15","http://albosquillace.asmenet.it/allegati.php?id_doc=31120850&sez=&data1=31/08/2021&data2=15/09/2021","allegati/fonte1/0529/2021/- Det.n.301_2021.pdf"
"1","0528/2021","Determine Dirigenziali","","2021-08-30","Contributi per investimenti in infrastrutture sociali. DPCM del 17 luglio 2020, in applicazione dei commi 311 e 312 dell'art. 1 della legge 160/2019 (Bilancio 2020). Intervento di “Riqualificazione, manutenzione straordinaria e ripristino funzionale del Parco Simone Carabetta”. – 
Approvazione Perizia di Variante ai sensi dell'art.106 del D.Lgs n° 50/2016.-","2021-08-30","2021-09-14","http://albosquillace.asmenet.it/allegati.php?id_doc=30160802&sez=&data1=30/08/2021&data2=14/09/2021","allegati/fonte1/0528/2021/- Det._n.296_del_25.08.2021.pdf"
"1","0527/2021","Delibere di giunta","","2021-08-30","Approvazione della relazione sulla gestione (art. 151,comma 6 e art. 231, comma 1, D.lgs.n. 267/2000 e art. 11, comma 6, D.lgs. n. 118/2011) e dello schema di rendiconto dell'eserczio 2020","2021-08-30","2021-09-14","http://albosquillace.asmenet.it/allegati.php?id_doc=30160848&sez=&data1=30/08/2021&data2=14/09/2021","allegati/fonte1/0527/2021/- DEL.G.C. N. 71_2021.pdf"
"1","0525/2021","Determine Dirigenziali","","2021-08-30","servizio di stampa ed imbustamento tari 2021","2021-08-30","2021-09-14","http://albosquillace.asmenet.it/allegati.php?id_doc=30120802&sez=&data1=30/08/2021&data2=14/09/2021","allegati/fonte1/0525/2021/- det299_2021.pdf"
"1","0524/2021","Determine Dirigenziali","","2021-08-28","Conto della gestione degli Agenti contabili per l’esercizio 2020: parificazione","2021-08-28","2021-09-12","http://albosquillace.asmenet.it/allegati.php?id_doc=28090807&sez=&data1=28/08/2021&data2=12/09/2021","allegati/fonte1/0524/2021/- 20210828072914566.pdf"
"1","0523/2021","Delibere di giunta","","2021-08-27","Riaccertamento ordinario  dei residui al 31/12/2020 (art 3, comma 4, D.Lgs  n.118/2011)","2021-08-27","2021-09-11","http://albosquillace.asmenet.it/allegati.php?id_doc=27130800&sez=&data1=27/08/2021&data2=11/09/2021","allegati/fonte1/0523/2021/- Del.GC Riaccertamento.pdf"
"1","0522/2021","Decreti","","2021-08-27","Decreto Sindacale n. 194 del 27/08/2021 ""Individuazione, nomina e conferimento dell'incarico di istruttore direttivo di vigilanza ai sensi dell'art. 110, comma 1 del TUEL""","2021-08-27","2021-09-11","http://albosquillace.asmenet.it/allegati.php?id_doc=27100833&sez=&data1=27/08/2021&data2=11/09/2021","allegati/fonte1/0522/2021/- Decreto Sindacale n. 194 del 27.08.2021.pdf"
"1","0521/2021","Bandi di gara - Esiti gare e appalti","","2021-08-26","Avviso Aggiudicazione “SISTEMAZIONE E MESSA IN SICUREZZA DELLA VIABILITÀ NEI QUARTIERI SAN GIORGIO E SAN MATTEO, ED EFFICIENTAMENTO ENERGETICO DELLA RETE DI PUBBLICA ILLUMINAZIONE A SQUILLACE LIDO”","2021-08-26","2021-09-25","http://albosquillace.asmenet.it/allegati.php?id_doc=26160815&sez=&data1=26/08/2021&data2=25/09/2021","allegati/fonte1/0521/2021/- Avviso aggiudicazione.pdf,allegati/fonte1/0521/2021/- Determina approvazione verbali e aggiudicazione so,allegati/fonte1/0521/2021/- Verbale Commissione giudicatrice.pdf"
"1","0520/2021","Determine Dirigenziali","","2021-08-26","Contributo comuni per efficientamento energetico e sviluppo territoriale sostenibile - annualità 2021. “Sistemazione e messa in sicurezza della viabilità nei quartieri San Giorgio e San Matteo, ed Efficientamento energetico della rete di pubblica illuminazione a Squillace Lido”. Approvazione Verbali di Gara ed Aggiudicazione sotto condizione di efficacia.-","2021-08-26","2021-09-10","http://albosquillace.asmenet.it/allegati.php?id_doc=26150810&sez=&data1=26/08/2021&data2=10/09/2021","allegati/fonte1/0520/2021/- Determina approvazione verbali e aggiudicazione so,allegati/fonte1/0520/2021/- Verbale Commissione giudicatrice.pdf"
"1","0519/2021","Determine Dirigenziali","","2021-08-26","Ammissione o esclusione dalla selezione per il conferimento di incarico ex art.110 comma 1 del D.Lgs. 267/00, per la copertura di n. 1 posto , di categoria D e profilo professionale di istruttore direttivo di vigilanza","2021-08-26","2021-09-10","http://albosquillace.asmenet.it/allegati.php?id_doc=26130827&sez=&data1=26/08/2021&data2=10/09/2021","allegati/fonte1/0519/2021/- determina 298.pdf"
"1","0518/2021","Determine Dirigenziali","","2021-08-25","LAVORI DI “SISTEMAZIONE E MESSA IN SICUREZZA DELLA VIABILITÀ NEI QUARTIERI SAN GIORGIO E SAN MATTEO, ED EFFICIENTAMENTO ENERGETICO DELLA RETE DI PUBBLICA ILLUMINAZIONE A SQUILLACE LIDO”. - NOMINA COMMISSIONE GIUDICATRICE.","2021-08-25","2021-09-09","http://albosquillace.asmenet.it/allegati.php?id_doc=25120812&sez=&data1=25/08/2021&data2=09/09/2021","allegati/fonte1/0518/2021/- Determina Nomina Commissione giudicatrice.pdf"
"1","0517/2021","Determine Dirigenziali","","2021-08-20","“Servizi di igiene urbana e raccolta differenziata dei rifiuti solidi urbani e assimilati con il sistema porta a porta”. Canone mese di Luglio 2021. Liquidazione
Ditta SI.ECO. spa.-","2021-08-20","2021-09-04","http://albosquillace.asmenet.it/allegati.php?id_doc=20100846&sez=&data1=20/08/2021&data2=04/09/2021","allegati/fonte1/0517/2021/- Det._n.294_del_19.08.2021.pdf"
"1","0516/2021","Determine Dirigenziali","","2021-08-20","Liquidazione di spesa - Servizio di conduzione, manutenzione, controllo e custodia degli impianti di depurazione (Donnatolla, Madonna del Ponte, Poveromo e Fiasco Baldaia) e delle stazioni di sollevamento della rete fognaria (n° 7 di cui n° 2 capoluogo, n° 4 frazione marina, n° 1 Fiasco Baldaia) del Comune di Squillace. - Fattura n. 2/66 del 29/07/2021 relativa al mese di Luglio 2021.","2021-08-20","2021-09-04","http://albosquillace.asmenet.it/allegati.php?id_doc=20100845&sez=&data1=20/08/2021&data2=04/09/2021","allegati/fonte1/0516/2021/- Det._n.293_del_19.08.2021.pdf"
"1","0515/2021","avvisi vari","","2021-08-19","convocazione dei comizi /assegnazione alle circoscrizione elettorali..","2021-08-19","2021-10-03","http://albosquillace.asmenet.it/allegati.php?id_doc=19110810&sez=&data1=19/08/2021&data2=03/10/2021","allegati/fonte1/0515/2021/- prot4334.pdf,allegati/fonte1/0515/2021/- prot4335.pdf"
"1","0514/2021","Determine Dirigenziali","","2021-08-18","ATTIVAZIONE PUC- SOTTOSCRIZIONE POLIZZA RC- IMPEGNO DI SPESA E LIQUIDAZIONE","2021-08-18","2021-09-02","http://albosquillace.asmenet.it/allegati.php?id_doc=18120814&sez=&data1=18/08/2021&data2=02/09/2021","allegati/fonte1/0514/2021/- polizza puc (2).pdf"
"1","0513/2021","Determine Dirigenziali","","2021-08-18","Rimborso spese legali - liquidazione -","2021-08-18","2021-09-02","http://albosquillace.asmenet.it/allegati.php?id_doc=18110822&sez=&data1=18/08/2021&data2=02/09/2021","allegati/fonte1/0513/2021/- Det. n. 291_2021.pdf"
"1","0512/2021","Delibere di consiglio","","2021-08-18","Tari Anno 2021- e relative tariffe","2021-08-18","2021-09-02","http://albosquillace.asmenet.it/allegati.php?id_doc=18110847&sez=&data1=18/08/2021&data2=02/09/2021","allegati/fonte1/0512/2021/- C.C Tari 2021.pdf"
"1","0511/2021","Determine Dirigenziali","","2021-08-17","Elezioni Regionali - Acquisto manifesti- impegno di spesa","2021-08-17","2021-09-01","http://albosquillace.asmenet.it/allegati.php?id_doc=17120841&sez=&data1=17/08/2021&data2=01/09/2021","allegati/fonte1/0511/2021/- Det. n. 290_ 2021.pdf"
"1","0510/2021","avvisi vari","","2021-08-16","Avviso di selezione pubblica ex art.110, comma 1, D.Lgs.267/00 per la costituzione di un rapporto di lavoro a tempo pieno e determinato- Cat.D- profilo professionale di Istruttore direttivo di vigilanza","2021-08-16","2021-08-31","http://albosquillace.asmenet.it/allegati.php?id_doc=16120850&sez=&data1=16/08/2021&data2=31/08/2021","allegati/fonte1/0510/2021/- Avviso ex art.110.pdf,allegati/fonte1/0510/2021/- schema domanda ex art.110.pdf"
"1","0509/2021","Determine Dirigenziali","","2021-08-16","Approvazione avviso di selezione pubblica ex art.110, comma 1,del D.lgs. 267/00, per la costituzione di un rapporto di lavoro a tempo pieno e determinato- cat.D-profilo professionale di Istruttore direttivo di vigilanza .","2021-08-16","2021-08-31","http://albosquillace.asmenet.it/allegati.php?id_doc=16120816&sez=&data1=16/08/2021&data2=31/08/2021","allegati/fonte1/0509/2021/- det.n. 27 del 16082021.pdf,allegati/fonte1/0509/2021/- Avviso ex art.110.pdf,allegati/fonte1/0509/2021/- schema domanda ex art.110.pdf"
"1","0508/2021","Delibere di giunta","","2021-08-16","iNTEGRAZIONE FABBISOGNO DI PERSONALE PER IL TRIENNIO 2021/2023","2021-08-16","2021-08-31","http://albosquillace.asmenet.it/allegati.php?id_doc=16110827&sez=&data1=16/08/2021&data2=31/08/2021","allegati/fonte1/0508/2021/- DG Integrazione fabbisogno di personale triennio 2,allegati/fonte1/0508/2021/- piano triennale di fabbisogni di personale.pdf"
"1","0507/2021","Ordinanze","","2021-08-12","Ordinanza di limitazione dei consumi di acqua potabile","2021-08-12","2021-08-27","http://albosquillace.asmenet.it/allegati.php?id_doc=12130810&sez=&data1=12/08/2021&data2=27/08/2021","allegati/fonte1/0507/2021/- Ordinanza n.191-21.pdf"
"1","0506/2021","Determine Dirigenziali","","2021-08-12","Contributo comuni per efficientamento energetico e sviluppo territoriale sostenibile – annualità 2020». Procedura Negoziata, senza previa pubblicazione di un bando di gara di importo pari o inferiore ad € 150.000,00 ai sensi dell’articolo 36, comma 2, lett. b), del D.Lgs n. 50/2016, come modificato dall’art. 1 comma 2 lett a) della Legge di conversione n. 120/2020, con aggiudicazione secondo il Criterio del Minor Prezzo (ai sensi dell’art. 36, comma 9 bis del D.Lgs n. 50/2016) per l’affidamento dei lavori di “Sistemazione e messa in sicurezza della viabilità nei quartieri San Giorgio e San Matteo, ed Efficientamento energetico della rete di pubblica illuminazione a Squillace Lido”.  Determina a contrarre.","2021-08-12","2021-08-27","http://albosquillace.asmenet.it/allegati.php?id_doc=12120809&sez=&data1=12/08/2021&data2=27/08/2021","allegati/fonte1/0506/2021/- Det._n.287_del_12.08.2021.pdf,allegati/fonte1/0506/2021/- Lettera di Invito e Disciplinare - Schema.pdf"
"1","0505/2021","Determine Dirigenziali","","2021-08-11","Servizio corrispondenza uffici comunali - Determinazioni -.","2021-08-11","2021-08-21","http://albosquillace.asmenet.it/allegati.php?id_doc=11110810&sez=&data1=11/08/2021&data2=21/08/2021","allegati/fonte1/0505/2021/- 20210811085009858.pdf"
"1","0503/2021","Determine Dirigenziali","","2021-08-10","Liquidazione di spesa stasatura tratti rete reflui","2021-08-10","2021-08-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10110825&sez=&data1=10/08/2021&data2=25/08/2021","allegati/fonte1/0503/2021/- Det._n.286_del 09.08.2021.pdf"
"1","0502/2021","Determine Dirigenziali","","2021-08-10","Liquidazione di spesa Manutenzione straordinaria impianti di pubblica illuminazione","2021-08-10","2021-08-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10110802&sez=&data1=10/08/2021&data2=25/08/2021","allegati/fonte1/0502/2021/- Det._n.285_del 09.08.2021.pdf"
"1","0501/2021","Determine Dirigenziali","","2021-08-10","Liquidazione di spesa Manutenzione straordinaria per ripristino viabilità","2021-08-10","2021-08-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10110844&sez=&data1=10/08/2021&data2=25/08/2021","allegati/fonte1/0501/2021/- Det._n.284_del 09.08.2021.pdf"
"1","0500/2021","Determine Dirigenziali","","2021-08-09","Affidamento di incarico professionale relativo alla progettazione definitiva, esecutiva, direzione lavori e coordinamento della sicurezza in fase di progettazione ed esecuzione dei lavori per “Programma Borgovivo: Cultura, Tradizione ed Innovazione” - Avvenuta efficacia aggiudicazione.-","2021-08-09","2021-08-24","http://albosquillace.asmenet.it/allegati.php?id_doc=9150843&sez=&data1=09/08/2021&data2=24/08/2021","allegati/fonte1/0500/2021/- Determina avvenuta efficacia aggiudicazione.pdf"
"1","0499/2021","Bandi di gara - Esiti gare e appalti","","2021-08-09","Attestazione avvenuta efficacia aggiudicazione - Programma Borgovivo: Cultura, Tradizione e Innovazione""","2021-08-09","2021-08-24","http://albosquillace.asmenet.it/allegati.php?id_doc=9150847&sez=&data1=09/08/2021&data2=24/08/2021","allegati/fonte1/0499/2021/- Attestazione aggiudicazione.pdf"
"1","0498/2021","Determine Dirigenziali","","2021-08-09","LIQUIDAZIONI COMPENSI PROFESSIONALI AVV. NICOLA COREA - RECLAMO EX ART. 669 TERDICIES C.P.C. PROMOSSO DAI CONIUGI MAURO/POLITO NONCHE' MARINO ANTONIO C/COMUNE DI SQUILLACE.","2021-08-09","2021-08-24","http://albosquillace.asmenet.it/allegati.php?id_doc=9110857&sez=&data1=09/08/2021&data2=24/08/2021","allegati/fonte1/0498/2021/- Det. n. 281_2021.pdf"
"1","0497/2021","Determine Dirigenziali","","2021-08-09","Liquidazione compenso professionale avv. Nicola Corea - Atto di citazione in appello proposto da SOTECO SPA  c/ Comune di Squillace","2021-08-09","2021-08-24","http://albosquillace.asmenet.it/allegati.php?id_doc=9110824&sez=&data1=09/08/2021&data2=24/08/2021","allegati/fonte1/0497/2021/- Det. n. 280_2021.pdf"
"1","0496/2021","Determine Dirigenziali","","2021-08-09","Riconoscimento debito fuori bilanciodelibera C.C. n. 44/2020 :liquidazione.-","2021-08-09","2021-08-24","http://albosquillace.asmenet.it/allegati.php?id_doc=9110817&sez=&data1=09/08/2021&data2=24/08/2021","allegati/fonte1/0496/2021/- Detn. n. 278_2021.pdf"
"1","0495/2021","Determine Dirigenziali","","2021-08-09","Automezzi comunali - Fornitura carburante mese di luglio -Impegno di spesa -.","2021-08-09","2021-08-19","http://albosquillace.asmenet.it/allegati.php?id_doc=9110812&sez=&data1=09/08/2021&data2=19/08/2021","allegati/fonte1/0495/2021/- det. n. 274_2021.pdf"
"1","0494/2021","Determine Dirigenziali","","2021-08-06","INTERVENTO DI “RIQUALIFICAZIONE, MANUTENZIONE STRAORDINARIA E RIPRISTINO FUNZIONALE DEL PARCO SIMONE CARABETTA”. CONCESSIONE PROROGA ULTIMAZIONE LAVORI.","2021-08-06","2021-08-21","http://albosquillace.asmenet.it/allegati.php?id_doc=6150831&sez=&data1=06/08/2021&data2=21/08/2021","allegati/fonte1/0494/2021/- Det._n.282_del_06.08.2021.pdf"
"1","0493/2021","Determine Dirigenziali","","2021-08-06","Impego di spesa rimborso spese legali","2021-08-06","2021-08-21","http://albosquillace.asmenet.it/allegati.php?id_doc=6130810&sez=&data1=06/08/2021&data2=21/08/2021","allegati/fonte1/0493/2021/- Det._n.279_del_06.08.2021.pdf"
"1","0492/2021","Delibere di giunta","","2021-08-05","DELEIBERAZIONE DI G.C. N.29 DEL 16/4/2021 AD OGGETTO  SERVIZI PUBBLICI A DOMANDA  INDIVIDUALE -DETERMINAZIONE TARIFFE E INDIVIDUAZIONE DEL TASSO DI COPERTURA DEI COSTI DI GESTIONE PER L'ANNO 2021- RETTIFICA","2021-08-05","2021-08-20","http://albosquillace.asmenet.it/allegati.php?id_doc=5110809&sez=&data1=05/08/2021&data2=20/08/2021","allegati/fonte1/0492/2021/- G.C.N.65_2021.pdf"
"1","0491/2021","Delibere di giunta","","2021-08-04","Delibera di G.C. n.53 del 11.06.2021 recante: ""Documento Unico di Programmazione ( DUP)- Periodo 2021-2023- Presentazione"" Rettifica","2021-08-04","2021-08-19","http://albosquillace.asmenet.it/allegati.php?id_doc=4140816&sez=&data1=04/08/2021&data2=19/08/2021","allegati/fonte1/0491/2021/- delibera G.C. 67 del 4.8.2021.pdf"
"1","0490/2021","Delibere di giunta","","2021-08-04","Destinazione dei proventi delle sanzioni amministrative del codice della strada per l' anno 2021-Deliberazione di G.C. n.30 del 16.04.2021- rettifica","2021-08-04","2021-08-19","http://albosquillace.asmenet.it/allegati.php?id_doc=4140855&sez=&data1=04/08/2021&data2=19/08/2021","allegati/fonte1/0490/2021/- delibera di G.C. 66 del 4.8.2021.pdf"
"1","0488/2021","avvisi vari","","2021-08-03","Avviso centri estivi 2021","2021-08-03","2021-08-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3120814&sez=&data1=03/08/2021&data2=18/08/2021","allegati/fonte1/0488/2021/- avviso centri estivi 2021.pdf"
"1","0487/2021","Determine Dirigenziali","","2021-08-03","Centri Estivi 2021","2021-08-03","2021-08-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3120839&sez=&data1=03/08/2021&data2=18/08/2021","allegati/fonte1/0487/2021/- determina n.37 del 3.08.2021.pdf"
"1","0486/2021","Determine Dirigenziali","","2021-08-02","Messa in sicurezza di edifici e del territorio – Decreto del Ministero dell’Interno del 23 febbraio 2021. “Opere di risanamento delle situazioni di dissesto idrogeologico nel centro abitato di Squillace”. 
Determina a contrarre. Affidamento incarico per la progettazione definitiva, esecutiva, direzione lavori, contabilità, misura, certificato di regolare esecuzione e coordinamento della sicurezza in fase di progettazione e di esecuzione. Approvazione Schema di Convenzione.-","2021-08-02","2021-08-17","http://albosquillace.asmenet.it/allegati.php?id_doc=2120800&sez=&data1=02/08/2021&data2=17/08/2021","allegati/fonte1/0486/2021/- Det._n.276_del_29.07.2021.pdf,allegati/fonte1/0486/2021/- Schema Convenzione Affidamento progettazione & dir"
"1","0485/2021","avvisi vari","","2021-08-02","Avviso autolettura contatori acqua","2021-08-02","2021-08-17","http://albosquillace.asmenet.it/allegati.php?id_doc=2110823&sez=&data1=02/08/2021&data2=17/08/2021","allegati/fonte1/0485/2021/- Avviso autolettura contatori acqua.pdf,allegati/fonte1/0485/2021/- Modulo autolettura contatore.pdf"
"1","0484/2021","Permessi di costruzione","","2021-07-30","Avviso rilascio PdC n. 4 del 30.07.2021","2021-07-30","2021-08-29","http://albosquillace.asmenet.it/allegati.php?id_doc=30130740&sez=&data1=30/07/2021&data2=29/08/2021","allegati/fonte1/0484/2021/- Avviso rilascio PdC n. 4 del 30.07.2021.pdf"
"1","0483/2021","Determine Dirigenziali","","2021-07-29","Piano rateizzazione cartelle Agenzia entrate rata n. 21","2021-07-29","2021-08-13","http://albosquillace.asmenet.it/allegati.php?id_doc=29120750&sez=&data1=29/07/2021&data2=13/08/2021","allegati/fonte1/0483/2021/- DET. N. 273_2021.pdf"
"1","0482/2021","Determine Dirigenziali","","2021-07-29","Servizio ADSL valcom calabria - impegno di spesa -","2021-07-29","2021-08-13","http://albosquillace.asmenet.it/allegati.php?id_doc=29120733&sez=&data1=29/07/2021&data2=13/08/2021","allegati/fonte1/0482/2021/- DET. 272__2021.pdf"
"1","0481/2021","Bandi di gara - Esiti gare e appalti","","2021-07-29","Affidamento di incarico professionale relativo alla progettazione definitiva, esecutiva, direzione lavori e coordinamento della sicurezza in fase di progettazione ed esecuzione dei lavori per “Programma Borgovivo: Cultura, Tradizione ed Innovazione”.
CUP:C87H21000240002 - CIG:881014272B","2021-07-29","2021-08-13","http://albosquillace.asmenet.it/allegati.php?id_doc=29080730&sez=&data1=29/07/2021&data2=13/08/2021","allegati/fonte1/0481/2021/- Avviso aggiudicazione.pdf"
"1","0480/2021","Determine Dirigenziali","","2021-07-29","Progettazione definitiva, esecutiva, direzione lavori e coordinamento della sicurezza in fase di progettazione ed esecuzione dei lavori per “Programma Borgovivo: Cultura, Tradizione ed Innovazione”. 
Approvazione Verbali di Gara ed Aggiudicazione sotto condizione di efficacia.-","2021-07-29","2021-08-13","http://albosquillace.asmenet.it/allegati.php?id_doc=29080725&sez=&data1=29/07/2021&data2=13/08/2021","allegati/fonte1/0480/2021/- Determina approvazione verbali e aggiudicazione so,allegati/fonte1/0480/2021/- Verbale di gara n.01.pdf,allegati/fonte1/0480/2021/- Verbale di gara n.02.pdf,allegati/fonte1/0480/2021/- Verbale di gara n.03.pdf,allegati/fonte1/0480/2021/- Verbale di gara n.04.pdf"
"1","0479/2021","Determine Dirigenziali","","2021-07-28","Ditta Critelli Angela - Liquidazione fattura n. 39  noleggio fotocopiatrice -","2021-07-28","2021-08-12","http://albosquillace.asmenet.it/allegati.php?id_doc=28130718&sez=&data1=28/07/2021&data2=12/08/2021","allegati/fonte1/0479/2021/- DET. N. 269_2021.pdf"
"1","0478/2021","Determine Dirigenziali","","2021-07-28","Progetto: manifestozioni estive 2021","2021-07-28","2021-08-07","http://albosquillace.asmenet.it/allegati.php?id_doc=28120749&sez=&data1=28/07/2021&data2=07/08/2021","allegati/fonte1/0478/2021/- det.n. 270_2021.pdf"
